7.701094909549057775e+03,1.520373112516398124e-18,3.058479276078845405e-38
7.702231711358130269e+03,1.551760916066570435e-18,3.132920507097434971e-38
7.703368513167202764e+03,1.644799463416834709e-18,3.136410813686918542e-38
7.704505314976275258e+03,1.474834150246426636e-18,3.160414280959962393e-38
7.705831583753526502e+03,1.373915632199658597e-18,2.257992597325806356e-38
7.707157852530777745e+03,1.419137894008186125e-18,2.836815573601971202e-38
7.708294654339850240e+03,1.431819014851305836e-18,3.052648321564538472e-38
7.709520523866936855e+03,1.494377028122825191e-18,1.344175668391465900e-38
7.710556826856285625e+03,1.529788137040816713e-18,8.504522094972831746e-39
7.711793978130743199e+03,1.257303990310712140e-18,2.844638577075314914e-38
7.713019573841542297e+03,1.299124346004533743e-18,1.421594147054937248e-38
7.714345668372065120e+03,1.841799305554413824e-18,1.107771758543221324e-38
7.715408969614208218e+03,1.455569235527958012e-18,1.806255998578139454e-38
7.716540740962625023e+03,1.500753194908774172e-18,1.615360187933736115e-38
7.717828937121033960e+03,1.671510635749574843e-18,3.037267155042906429e-38
7.718892278191000514e+03,1.510864897226955453e-18,1.389233911766523402e-38
7.720218372721523338e+03,1.679173472547623284e-18,8.505116192316586220e-39
7.721544467252046161e+03,1.621422773507829414e-18,1.055675454657299418e-38
7.722681119706780009e+03,1.594604042625335714e-18,1.489689344832691255e-38
7.723817772161513858e+03,1.492191104672703398e-18,1.597132350840761137e-38
7.724954424616247707e+03,1.659320242281999488e-18,1.607479348074973675e-38
7.726091077070981555e+03,1.420747256363720819e-18,1.050772803699272976e-38
7.727417171601504378e+03,1.518285388723788571e-18,7.244557756932866607e-39
7.728743266132027202e+03,1.518863710192990226e-18,7.469943451911991334e-39
7.729879918586761050e+03,1.520451583956306507e-18,7.507294424775012005e-39
7.731016571041494899e+03,1.683511790992539853e-18,6.836625244195874379e-39
7.732153223496228748e+03,1.504103817551090744e-18,7.979214216547125032e-39
7.733289875950962596e+03,1.424774611065798229e-18,9.156706412097387206e-39
7.734615970481485419e+03,1.525488629316995907e-18,5.722903160081034830e-39
7.735942065012008243e+03,1.557781428159317591e-18,6.879176111002344614e-39
7.737078717466742091e+03,1.578060946346863399e-18,7.731364213119226349e-39
7.738215369921475940e+03,1.466440723861677938e-18,6.724166930600362317e-39
7.739352022376209788e+03,1.751182397522813067e-18,9.470434082112770550e-39
7.740488674830943637e+03,1.464864866253012069e-18,8.781069933740675930e-39
7.741814769361466460e+03,1.624061318459075118e-18,6.221699447718131544e-39
7.743140863891989284e+03,1.476141620039376354e-18,9.008603965426919413e-39
7.744277516346723132e+03,1.492825278609807443e-18,8.986119796161906604e-39
7.745414168801456981e+03,1.477629597993306389e-18,9.050408354978172558e-39
7.746550821256190829e+03,1.207088789110969311e-18,6.916188614689506591e-39
7.747687473710924678e+03,1.590004430462351793e-18,9.392228171185800822e-39
7.749013568241447501e+03,1.594860846451695955e-18,1.246144344002219998e-38
7.750339662771970325e+03,1.561408126064931127e-18,1.892139113245137029e-38
7.751403909924924847e+03,1.783240362957573753e-18,2.539076802977655182e-38
7.752612967681438022e+03,1.570723056727452603e-18,9.214595114544991600e-39
7.753749620136171870e+03,1.716954348913643793e-18,8.437406353301206896e-39
7.754886272590905719e+03,1.646523036171036080e-18,1.159889787212467552e-38
7.756212367121428542e+03,1.660894729414579749e-18,5.222307385484425110e-39
7.757538461651951366e+03,1.717954101295202887e-18,7.173160796393742188e-39
7.758675114106685214e+03,1.375376540675016742e-18,1.368200036021006908e-38
7.759811766561419063e+03,1.267974755817022870e-18,1.071226796323415109e-38
7.760948419016152911e+03,1.466200900953009272e-18,1.520513513010655998e-38
7.762190709599724869e+03,1.708979563525486222e-18,7.953275169145633953e-39
7.763494969948360449e+03,1.484128270172964983e-18,8.032740228993031675e-39
7.764737260531932407e+03,1.461539811223788686e-18,7.752637472056294265e-39
7.765873912986666255e+03,1.515224018656358444e-18,7.863416783045137618e-39
7.767010565441400104e+03,1.531468483731269808e-18,1.157103764461714481e-38
7.768147217896133952e+03,1.449944488356174921e-18,7.085573601368131070e-39
