Wavelength,Flux,BestFit,SkyFlux
6675.750,24.842,24.340,9.334
6677.286,25.529,24.436,9.324
6678.826,24.040,24.601,9.371
6680.362,24.343,24.404,9.272
6681.899,25.591,24.614,9.128
6683.440,24.557,24.850,9.341
6684.977,24.015,24.910,9.204
6686.519,24.091,24.832,9.078
6688.057,23.750,24.705,9.251
6689.599,23.983,24.603,9.353
6691.138,24.075,24.515,9.236
6692.678,23.092,24.296,9.221
6694.221,22.778,24.009,9.281
6695.761,24.282,23.761,8.684
6697.305,25.125,23.638,8.890
6698.846,23.669,23.686,9.193
6700.390,23.977,23.311,9.835
6701.932,23.497,23.556,9.961
6703.474,24.157,23.718,9.951
6705.019,22.887,23.410,9.490
6706.562,23.872,23.329,9.850
6708.108,24.569,23.482,10.555
6709.652,23.698,23.163,11.135
6711.199,24.944,23.143,10.842
6712.743,23.652,23.121,9.940
6714.287,23.070,22.877,9.687
6715.835,22.498,22.835,9.851
6717.380,23.181,23.071,10.143
6718.929,24.145,23.057,10.099
6720.475,22.727,23.186,9.526
6722.025,23.471,23.096,9.240
6723.571,23.709,22.788,9.087
6725.118,22.873,22.885,8.958
6726.669,22.654,23.227,8.984
6728.216,22.772,22.570,8.818
6729.768,22.960,22.568,9.160
6731.316,23.630,22.834,9.623
6732.868,23.542,22.735,9.479
6734.417,22.585,22.564,9.390
6735.966,23.496,22.552,9.212
6737.519,23.038,22.719,9.216
6739.069,23.307,22.383,9.143
6740.623,23.339,22.165,9.286
6742.174,22.481,22.319,9.551
6743.729,23.041,22.344,9.557
6745.280,23.015,22.442,9.781
6746.832,23.535,22.341,9.596
6748.388,22.954,22.306,9.430
6749.940,22.228,22.254,9.140
6751.497,23.188,22.184,9.318
6753.050,22.680,22.220,9.294
6754.607,23.048,22.104,9.054
6756.161,22.961,21.902,8.767
6757.715,21.879,21.841,8.816
6759.274,21.978,21.739,9.002
6760.829,21.096,21.661,9.017
6762.388,21.838,21.807,9.193
6763.943,22.121,21.666,8.935
6765.503,22.053,21.739,8.707
6767.059,22.584,21.978,8.907
6768.616,22.618,21.858,8.731
6770.177,22.737,21.644,8.449
6771.734,22.730,21.947,8.654
6773.296,22.209,21.907,8.637
6774.854,22.513,22.198,8.584
6776.416,22.895,22.245,8.751
6777.975,22.464,22.061,8.937
6779.535,22.725,22.048,8.553
6781.098,22.883,22.280,8.587
6782.658,23.014,22.135,8.489
6784.222,22.727,22.271,8.742
6785.783,22.713,22.429,8.905
6787.348,21.427,22.327,8.971
6788.909,22.562,22.274,9.023
6790.471,21.831,22.615,8.814
6792.037,23.318,22.561,8.908
6793.599,22.544,22.536,8.716
6795.166,21.802,22.719,8.444
6796.729,22.218,22.789,8.547
6798.296,23.386,22.653,8.307
6799.860,23.976,22.616,8.519
6801.428,22.000,22.744,8.371
6802.993,22.605,22.639,8.448
6804.558,23.220,22.695,8.659
6806.127,22.793,22.833,8.612
6807.693,23.697,22.923,8.592
6809.263,23.161,23.022,8.658
6810.829,23.066,23.059,8.489
6812.400,23.177,22.957,8.567
6813.967,23.081,22.938,8.395
6815.534,24.067,23.236,8.400
6817.106,23.558,23.660,8.389
6818.674,23.334,23.761,8.630
6820.247,24.313,23.663,8.663
6821.816,23.915,23.885,8.523
6823.389,22.808,23.802,8.559
6824.958,23.577,23.376,8.701
6826.528,23.427,23.034,9.234
6828.103,23.672,22.952,13.168
6829.673,22.321,22.581,20.797
6831.248,22.923,22.661,26.556
6832.820,23.244,22.317,24.538
6834.396,19.826,22.082,21.511
6835.968,20.827,22.199,24.624
6837.540,22.855,22.115,23.216
6839.117,21.679,22.089,14.642
6840.690,21.371,22.106,10.255
6842.268,22.509,22.184,11.139
6843.842,22.654,22.076,12.416
6845.420,21.175,21.944,11.484
6846.995,21.048,22.103,9.638
6848.570,20.857,21.923,8.674
6850.149,22.177,21.724,8.568
6851.725,22.090,21.675,9.074
6853.305,20.822,21.595,9.246
6854.882,20.667,21.484,8.815
6856.462,21.783,21.515,8.489
6858.040,21.476,21.487,8.456
6859.617,21.121,21.625,8.358
6861.199,21.524,21.445,8.925
6862.778,22.051,21.260,12.582
6864.360,20.342,21.308,24.481
6865.939,19.178,21.330,35.851
6867.523,21.314,21.180,31.900
6869.102,21.660,21.147,17.669
6870.683,21.606,20.970,10.399
6872.267,20.048,20.977,11.892
6873.848,20.708,21.207,12.329
6875.433,20.115,21.191,10.283
6877.015,20.209,20.916,8.239
6878.601,20.419,20.941,8.188
6880.183,20.416,21.033,9.005
6881.766,21.537,20.795,10.467
6883.353,20.586,20.528,12.225
6884.936,20.497,20.773,11.206
6886.524,21.062,20.856,9.367
6888.108,20.898,20.862,9.351
6889.697,20.808,20.711,12.406
6891.281,21.499,20.623,15.120
6892.867,21.119,20.584,13.635
6894.456,20.402,20.411,10.359
6896.042,19.607,20.445,9.170
6897.633,21.562,20.469,9.021
6899.219,20.602,20.427,8.988
6900.810,20.519,20.482,10.983
6902.398,19.711,20.517,14.526
6903.986,21.576,20.348,14.634
6905.578,21.420,20.488,11.073
6907.166,20.144,20.555,8.606
6908.759,20.678,20.627,8.517
6910.349,20.996,20.689,8.870
6911.942,20.603,20.638,10.690
6913.532,21.204,20.579,14.881
6915.123,21.987,20.904,17.214
6916.717,21.086,20.597,14.051
6918.308,19.984,20.714,9.594
6919.904,21.035,20.564,8.320
6921.496,21.069,20.106,9.097
6923.092,19.458,20.315,14.094
6924.684,20.377,20.382,22.080
6926.281,20.354,20.157,23.408
6927.875,19.207,20.262,15.702
6929.468,19.275,20.164,9.007
6931.066,19.031,19.985,8.918
6932.661,20.159,20.360,7.969
6934.259,18.789,20.152,7.892
6935.855,19.132,20.112,7.753
6937.454,19.183,20.304,8.113
6939.050,20.012,20.357,9.821
6940.646,19.912,20.315,13.571
6942.247,20.066,20.428,15.284
6943.844,19.252,20.198,12.682
6945.445,18.085,20.334,8.743
6947.043,20.931,20.308,8.456
6948.645,19.584,20.154,12.302
6950.243,18.354,20.129,21.900
6951.842,18.550,20.156,25.077
6953.445,19.351,19.879,18.010
6955.045,20.409,19.926,10.332
6956.649,19.455,19.865,9.325
6958.249,20.387,19.838,9.565
6959.854,20.309,20.049,9.906
6961.455,19.501,20.322,9.665
6963.056,19.326,20.341,9.980
6964.662,21.131,20.070,9.072
6966.264,20.437,20.132,9.148
6967.871,21.691,20.216,9.465
6969.473,20.603,20.101,10.715
6971.081,20.521,20.040,13.203
6972.684,21.343,20.012,13.792
6974.288,20.606,20.156,11.767
6975.897,20.896,20.117,9.828
6977.501,20.902,20.163,11.284
6979.110,20.138,20.325,16.268
6980.716,20.559,20.314,20.219
6982.326,20.951,20.466,17.232
6983.932,20.540,20.430,11.070
6985.539,21.082,20.231,9.275
6987.149,21.497,20.235,9.489
6988.757,20.687,20.381,9.300
6990.368,20.340,20.391,9.279
6991.977,20.398,20.759,9.153
6993.589,19.961,20.886,8.907
6995.198,19.952,20.861,8.781
6996.807,21.121,20.850,8.997
6998.420,20.990,20.798,9.039
7000.030,21.753,20.669,8.857
7001.645,20.265,20.892,8.638
7003.255,21.296,21.007,9.123
7004.870,20.574,20.802,10.651
7006.482,19.700,20.679,11.168
7008.094,21.414,20.805,9.865
7009.710,19.907,20.936,8.368
7011.322,21.050,21.034,9.756
7012.939,20.614,20.918,12.749
7014.552,22.786,20.985,13.032
7016.170,21.192,21.021,10.376
7017.784,20.056,21.065,7.993
7019.398,20.693,21.369,7.624
7021.017,20.881,21.298,7.604
7022.632,20.792,21.271,7.808
7024.252,21.356,21.284,7.676
7025.867,21.861,21.403,7.636
7027.488,20.832,21.514,7.985
7029.104,21.067,21.499,7.634
7030.721,22.039,21.791,7.774
7032.343,23.047,21.875,8.437
7033.960,22.528,21.885,8.712
7035.582,22.340,21.779,8.556
7037.201,22.131,21.740,8.186
7038.824,21.822,22.001,8.038
7040.443,20.350,22.016,8.176
7042.066,21.471,22.171,8.758
7043.686,21.660,22.294,9.513
7045.307,22.088,22.355,9.321
7046.931,22.488,22.529,9.900
7048.553,21.919,22.844,12.206
7050.178,22.095,22.787,14.077
7051.800,21.548,22.614,13.787
7053.426,21.489,22.619,11.854
7055.049,22.921,22.508,10.496
7056.672,22.513,22.137,9.684
7058.299,21.920,21.857,9.020
7059.923,22.675,21.991,8.407
7061.551,22.376,21.926,8.421
7063.175,22.452,21.965,8.887
7064.804,21.512,21.863,9.807
7066.429,21.310,21.616,10.231
7068.055,22.055,21.615,9.885
7069.685,21.340,21.618,9.586
7071.311,21.216,21.366,9.771
7072.942,21.681,21.667,9.752
7074.569,21.650,21.709,9.771
7076.200,20.865,21.261,9.779
7077.828,20.750,21.150,9.537
7079.456,20.499,21.091,9.406
7081.089,19.850,21.202,9.700
7082.718,20.271,20.998,9.620
7084.351,21.016,20.819,10.395
7085.981,20.467,20.874,9.922
7087.615,20.965,20.882,9.209
7089.245,21.084,20.841,9.840
7090.876,21.355,20.815,10.885
7092.511,19.366,20.674,10.924
7094.143,20.554,20.621,9.667
7095.779,19.859,20.516,8.833
7097.411,20.804,20.148,8.478
7099.048,20.786,20.292,8.160
7100.681,20.965,20.134,8.054
7102.314,20.916,20.246,8.223
7103.952,19.108,20.265,8.041
7105.587,20.212,20.079,7.945
7107.225,18.974,20.145,8.296
7108.860,19.433,20.172,8.446
7110.499,19.554,20.067,8.468
7112.135,19.466,19.887,8.299
7113.771,20.349,19.848,8.082
7115.412,21.571,19.894,7.903
7117.049,21.972,19.809,8.009
7118.690,20.215,19.842,8.324
7120.327,20.013,19.922,8.296
7121.969,20.246,19.688,7.820
7123.608,20.853,19.439,7.836
7125.246,21.036,19.353,7.909
7126.890,19.792,19.263,8.327
7128.529,20.164,19.322,9.237
7130.173,20.371,19.508,9.541
7131.813,19.936,19.436,8.836
7133.458,20.181,19.342,8.957
7135.099,18.739,19.351,9.479
7136.740,20.182,19.206,9.129
7138.386,20.365,18.955,8.336
7140.028,19.143,19.260,8.343
7141.675,19.452,19.407,8.831
7143.318,17.910,19.121,10.001
7144.965,19.366,18.889,11.212
7146.608,20.446,19.133,12.068
7148.253,20.337,19.016,11.203
7149.901,19.809,18.968,10.801
7151.546,18.984,19.035,10.005
7153.195,19.591,19.067,8.983
7154.840,19.441,19.137,8.294
7156.490,20.631,19.281,8.433
7158.137,20.257,18.891,8.756
7159.783,20.099,18.834,9.198
7161.434,19.559,18.895,8.923
7163.082,20.320,18.871,9.245
7164.734,20.398,18.872,9.324
7166.382,19.875,18.997,9.427
7168.034,18.928,18.869,9.337
7169.683,17.490,18.919,9.133
7171.337,16.850,18.818,8.707
7172.987,19.272,18.543,8.294
7174.637,17.479,18.492,8.248
7176.291,17.767,18.838,8.804
7177.942,18.468,18.750,9.367
7179.597,16.818,18.556,9.192
7181.249,16.613,18.732,8.862
7182.905,17.082,18.839,8.991
7184.557,19.018,18.805,8.981
7186.210,19.959,18.891,8.491
7187.867,18.591,18.409,7.696
7189.521,19.121,18.863,7.616
7191.179,18.786,18.604,7.884
7192.833,19.417,18.228,7.921
7194.492,19.295,18.415,7.794
7196.147,17.838,18.574,7.380
7197.802,18.468,18.369,7.129
7199.462,20.058,18.422,7.049
7201.118,19.318,18.283,7.631
7202.779,19.468,18.098,7.789
7204.436,19.642,18.076,7.777
7206.097,18.896,18.104,7.685
7207.755,18.256,18.098,7.494
7209.413,17.836,18.123,7.607
7211.075,18.980,18.128,7.554
7212.734,18.624,18.035,7.159
7214.398,18.207,17.949,7.003
7216.057,18.057,18.007,7.458
7217.721,18.898,17.979,7.336
7219.382,18.602,18.044,7.237
7221.043,17.292,17.889,7.456
7222.708,18.540,17.822,8.487
7224.369,18.425,17.908,9.362
7226.035,17.283,17.821,9.184
7227.697,18.286,17.794,8.830
7229.364,18.139,17.808,8.610
7231.027,17.677,17.811,8.843
7232.691,18.542,17.839,8.981
7234.359,19.348,17.862,9.236
7236.023,20.225,17.816,9.416
7237.691,18.187,17.795,10.709
7239.357,18.228,17.619,20.272
7241.026,18.327,17.626,39.788
7242.692,18.055,17.613,52.452
7244.358,19.419,17.530,48.417
7246.028,17.665,17.579,47.004
7247.695,17.729,17.472,51.836
7249.367,17.989,17.655,37.737
7251.034,16.304,17.859,16.527
7252.706,18.148,17.875,11.799
7254.375,19.159,17.747,14.532
7256.044,17.783,17.712,16.699
7257.717,18.228,17.923,14.961
7259.387,19.568,17.894,11.169
7261.061,19.002,17.860,9.346
7262.731,17.044,17.766,8.552
7264.406,18.615,17.644,8.882
7266.077,19.018,17.724,9.104
7267.748,19.430,17.913,9.613
7269.424,18.329,18.035,10.820
7271.097,19.095,17.989,11.607
7272.773,18.527,18.099,10.873
7274.447,19.091,18.263,11.987
7276.124,18.090,18.116,27.800
7277.798,16.648,18.194,61.611
7279.472,17.858,18.027,64.807
7281.151,17.833,18.015,35.862
7282.826,17.983,18.002,13.179
7284.505,18.310,17.954,18.190
7286.181,18.278,18.109,30.875
7287.861,19.235,18.193,30.570
7289.538,18.202,18.276,18.721
7291.215,18.302,18.130,10.078
7292.896,17.588,18.125,9.720
7294.574,18.223,18.319,9.430
7296.256,17.684,18.254,11.651
7297.934,18.262,17.991,15.224
7299.617,18.065,18.104,14.335
7301.296,20.703,18.068,9.940
7302.980,19.741,18.005,9.992
7304.660,16.649,18.064,17.334
7306.341,17.449,18.043,21.624
7308.025,18.071,17.946,17.387
7309.707,18.397,18.093,10.202
7311.392,18.307,17.933,8.996
7313.074,18.201,17.762,9.776
7314.761,19.473,17.853,11.649
7316.443,18.525,17.962,27.262
7318.126,19.407,17.917,51.482
7319.814,20.530,17.851,50.924
7321.498,17.772,17.927,24.280
7323.186,17.674,17.858,8.425
7324.871,18.899,17.719,8.172
7326.560,18.204,17.910,7.892
7328.245,17.872,18.063,10.175
7329.931,18.506,17.877,20.387
7331.622,18.269,17.878,28.846
7333.308,19.294,17.943,23.698
7334.999,17.152,17.990,12.462
7336.687,17.369,18.163,8.544
7338.379,18.793,18.105,8.682
7340.067,18.448,17.890,16.429
7341.755,18.675,17.863,41.832
7343.448,17.938,17.899,60.278
7345.138,18.027,17.878,45.872
7346.831,17.347,17.827,15.924
7348.522,18.705,17.651,9.451
7350.216,18.460,18.105,10.042
7351.907,18.763,18.086,9.996
7353.598,18.907,17.959,10.630
7355.294,19.004,18.145,10.674
7356.986,18.752,18.313,10.688
7358.683,18.260,18.402,16.487
7360.375,17.100,18.530,25.627
7362.073,18.183,18.499,25.043
7363.766,18.708,18.447,15.641
7365.460,18.098,18.552,9.949
7367.159,17.707,18.662,10.214
7368.854,17.179,18.351,17.262
7370.553,18.163,18.401,36.780
7372.248,18.122,18.670,45.264
7373.948,17.886,18.640,29.881
7375.645,18.800,18.439,12.499
7377.342,19.102,18.593,9.489
7379.043,19.223,18.680,9.089
7380.740,18.634,18.790,8.207
7382.442,20.419,18.874,7.734
7384.141,20.315,19.006,8.148
7385.843,19.043,19.066,8.190
7387.543,20.357,18.811,8.292
7389.242,19.406,18.528,8.443
7390.946,18.060,18.651,9.759
7392.646,19.631,18.727,15.482
7394.351,18.738,18.817,20.931
7396.052,19.918,18.966,18.452
7397.758,20.355,19.027,11.062
7399.459,19.161,19.231,8.204
7401.162,20.165,19.238,13.206
7402.868,18.837,19.216,27.779
7404.571,19.786,19.435,35.977
7406.279,19.825,19.605,24.293
7407.983,19.208,19.394,11.431
7409.691,18.855,19.687,7.862
7411.395,19.369,19.755,7.518
7413.100,19.798,19.713,7.970
7414.810,19.702,19.974,8.695
7416.516,19.364,20.294,8.878
7418.226,19.999,20.195,8.739
7419.932,19.652,20.446,8.287
7421.643,20.655,20.704,7.737
7423.351,20.598,20.652,7.693
7425.059,21.227,20.763,7.663
7426.771,20.450,21.040,7.936
7428.479,20.415,20.954,7.909
7430.192,20.470,20.929,11.555
7431.902,21.810,21.156,15.365
7433.615,21.980,21.205,13.847
7435.325,20.876,21.301,9.391
7437.040,20.548,21.612,8.440
7438.751,21.211,21.842,14.513
7440.462,21.388,21.778,21.897
7442.178,21.576,21.880,19.995
7443.890,23.296,22.302,11.450
7445.607,22.472,22.708,8.081
7447.319,22.543,22.842,7.741
7449.037,21.888,22.875,7.636
7450.750,21.690,23.223,7.523
7452.464,21.685,23.629,7.690
7454.183,24.311,23.662,7.924
7455.898,22.406,23.766,7.763
7457.617,23.649,24.158,7.519
7459.333,23.444,24.509,8.133
7461.053,24.397,24.849,8.306
7462.769,23.229,25.075,9.055
7464.486,24.469,24.666,9.853
7466.207,24.497,24.467,10.648
7467.925,23.924,24.516,11.808
7469.647,23.223,23.916,11.978
7471.365,25.470,23.510,11.747
7473.088,23.029,23.665,15.012
7474.807,21.808,23.535,18.799
7476.527,20.957,23.383,17.091
7478.251,20.825,23.314,12.900
7479.971,22.415,23.015,13.819
7481.696,21.154,23.093,18.916
7483.417,23.169,23.048,19.300
7485.143,22.038,22.693,18.979
7486.865,21.929,22.701,17.201
7488.587,21.631,23.008,11.940
7490.314,22.783,22.866,8.714
7492.037,20.989,22.827,8.698
7493.765,20.002,22.970,8.865
7495.489,22.651,23.234,10.634
7497.217,21.707,23.287,10.219
7498.942,21.569,23.118,8.208
7500.667,21.229,22.959,7.958
7502.397,21.075,22.594,8.443
7504.123,21.232,22.836,8.113
7505.853,19.415,22.622,8.195
7507.580,19.747,21.926,7.876
7509.311,21.531,21.362,7.469
7511.039,21.107,21.322,7.629
7512.767,19.803,21.482,7.577
7514.499,20.022,21.049,7.564
7516.228,20.116,20.665,7.717
7517.961,21.242,20.672,9.402
7519.690,21.266,20.636,11.045
7521.424,20.199,20.072,11.057
7523.155,20.465,19.793,14.291
7524.885,19.277,19.852,28.141
7526.621,19.796,19.720,37.119
7528.352,20.463,19.658,27.502
7530.088,19.047,19.689,14.228
7531.820,20.006,19.452,14.088
7533.557,19.129,19.362,15.890
7535.290,19.484,19.319,11.996
7537.024,18.671,19.088,8.335
7538.762,18.784,18.955,7.916
7540.496,18.125,19.069,8.848
7542.235,19.701,19.120,10.091
7543.970,18.943,18.857,10.019
7545.710,18.175,18.864,8.793
7547.446,19.112,18.637,8.162
7549.182,19.129,18.577,8.026
7550.923,18.298,18.864,7.738
7552.660,20.665,18.918,7.441
7554.401,18.849,18.532,7.824
7556.139,18.934,18.572,8.396
7557.882,18.501,18.606,10.581
7559.620,20.332,18.487,13.294
7561.359,18.165,18.383,12.607
7563.103,17.040,18.384,9.248
7564.843,17.655,18.240,8.204
7566.587,19.013,18.063,7.728
7568.328,17.987,17.977,8.849
7570.073,18.810,18.099,10.479
7571.815,19.842,18.161,16.023
7573.561,16.321,17.932,27.279
7575.303,17.922,18.145,29.397
7577.046,16.951,17.937,17.615
7578.793,18.682,17.958,9.653
7580.537,18.613,18.028,7.895
7582.285,17.950,17.905,7.636
7584.029,18.651,17.867,7.547
7585.778,18.404,18.069,9.029
7587.523,17.949,17.979,13.415
7589.268,18.412,17.869,15.051
7591.018,18.772,17.798,11.189
7592.765,17.984,17.634,7.775
7594.516,17.963,17.423,7.413
7596.263,17.493,17.593,7.801
7598.014,16.520,17.827,11.440
7599.762,15.065,17.579,22.279
7601.511,17.895,17.526,28.752
7603.264,17.162,17.716,22.353
7605.013,16.847,17.464,14.179
7606.766,18.609,17.515,12.479
7608.516,16.661,17.613,12.906
7610.271,18.700,17.565,13.269
7612.021,18.013,17.407,12.455
7613.773,18.409,17.226,12.161
7615.528,17.718,17.132,11.014
7617.280,17.804,17.317,10.260
7619.037,17.220,17.443,12.306
7620.790,17.990,17.349,14.069
7622.547,17.277,17.158,13.886
7624.300,17.345,17.041,13.835
7626.054,17.923,17.063,13.657
7627.813,17.175,17.165,13.023
7629.568,17.714,17.148,21.111
7631.327,17.629,16.936,25.845
7633.083,19.837,17.011,18.979
7634.843,16.934,17.222,11.159
7636.599,19.108,16.959,9.080
7638.356,17.978,16.876,8.935
7640.117,19.057,16.950,8.583
7641.875,16.883,17.017,9.164
7643.637,18.681,17.080,9.614
7645.396,17.817,17.121,9.594
7647.159,17.407,17.159,9.043
7648.918,16.863,17.451,8.712
7650.677,16.957,17.280,8.667
7652.442,18.223,17.295,8.697
7654.202,15.612,17.363,10.353
7655.967,17.236,17.224,11.658
7657.728,15.853,17.017,10.499
7659.494,17.566,16.884,7.988
7661.256,17.273,16.907,8.144
7663.019,14.885,17.056,11.903
7664.786,16.772,17.051,15.406
7666.549,18.309,16.966,13.941
7668.317,17.127,17.078,9.711
7670.081,17.878,16.972,7.928
7671.850,18.453,16.972,7.819
7673.615,18.065,17.161,7.760
7675.380,16.584,17.226,7.566
7677.150,17.403,17.166,7.550
7678.916,16.957,17.288,7.521
7680.687,17.255,17.345,7.536
7682.454,17.990,17.156,8.437
7684.225,17.724,17.305,9.308
7685.993,16.956,17.433,9.449
7687.761,17.067,17.317,10.028
7689.534,17.487,17.304,10.577
7691.303,18.012,17.358,10.589
7693.077,17.397,17.251,10.347
7694.846,16.986,17.365,10.815
7696.621,17.155,17.469,9.966
7698.391,17.038,17.350,9.975
7700.162,18.688,17.208,12.729
7701.938,17.618,17.227,14.476
7703.710,18.926,17.314,12.639
7705.486,18.811,17.168,9.091
7707.259,18.063,17.212,7.919
7709.036,17.308,17.413,7.616
7710.810,18.216,17.228,9.734
7712.588,18.499,17.120,25.291
7714.362,18.241,17.368,57.474
7716.137,19.631,17.595,67.571
7717.916,17.999,17.444,70.351
7719.691,16.512,17.193,70.475
7721.472,19.411,17.366,45.685
7723.248,17.242,17.467,18.459
7725.029,17.935,17.328,16.493
7726.806,17.067,17.108,23.020
7728.584,17.595,17.226,24.186
7730.366,16.919,17.592,17.505
7732.144,18.025,17.635,11.112
7733.927,17.645,17.418,9.492
7735.706,17.323,17.616,10.818
7737.490,18.271,17.753,12.703
7739.270,18.495,17.630,11.848
7741.051,17.602,17.551,10.012
7742.836,17.389,17.749,9.503
7744.617,18.886,17.630,8.472
7746.403,17.788,17.760,8.643
7748.185,17.631,17.954,10.126
7749.972,18.896,18.023,22.835
7751.754,16.240,17.892,72.242
7753.538,17.533,17.658,92.472
7755.326,19.586,17.713,51.078
7757.110,17.557,17.959,12.829
7758.899,18.116,17.901,12.588
7760.683,18.242,17.746,25.509
7762.473,18.124,17.672,37.092
7764.259,19.709,17.593,27.920
7766.045,18.141,17.759,11.369
7767.836,17.446,17.967,7.991
7769.623,17.645,17.790,8.207
7771.414,17.526,17.698,8.951
7773.202,18.242,17.876,12.063
7774.995,18.290,17.923,18.335
7776.783,18.672,17.921,19.342
7778.572,17.872,17.522,13.031
7780.366,17.117,17.589,14.191
7782.156,18.831,17.665,23.324
7783.951,18.402,17.511,24.776
7785.741,17.520,17.598,15.245
7787.537,18.006,17.579,10.780
7789.328,16.916,17.430,10.908
7791.120,16.681,17.629,12.003
7792.917,18.920,17.595,16.477
7794.709,18.307,17.352,41.778
7796.507,18.507,17.594,67.851
7798.300,19.789,17.622,51.467
7800.099,18.063,17.804,15.486
7801.893,18.828,17.626,8.513
7803.688,19.413,17.575,8.129
7805.487,18.807,17.716,8.048
7807.283,18.915,17.526,10.061
7809.083,18.633,17.657,21.913
7810.880,16.949,17.868,34.674
7812.681,19.326,17.754,28.299
7814.478,18.550,17.611,13.984
7816.276,18.315,17.567,11.418
7818.078,17.860,17.434,11.651
7819.877,16.979,17.522,13.981
7821.680,17.245,17.524,38.695
7823.480,18.188,17.435,76.658
7825.284,18.915,17.542,70.705
7827.084,18.466,17.673,28.271
7828.884,17.094,17.454,10.851
7830.690,18.445,17.521,10.014
7832.491,18.625,17.557,9.306
7834.297,16.817,17.590,8.694
7836.100,18.140,17.713,9.171
7837.907,17.972,17.820,8.666
7839.710,17.193,17.752,8.437
7841.513,19.195,17.721,16.911
7843.321,16.942,17.579,30.632
7845.126,20.588,17.429,27.926
7846.935,19.229,17.561,12.907
7848.740,16.979,17.755,8.726
7850.550,16.671,17.520,12.572
7852.356,18.017,17.358,23.563
7854.167,18.650,17.426,56.815
7855.974,18.173,17.489,82.575
7857.781,18.913,17.475,59.054
7859.593,17.708,17.436,25.787
7861.401,16.765,17.459,27.917
7863.214,19.392,17.597,32.906
7865.023,19.217,17.708,23.477
7866.836,16.112,17.656,12.411
7868.646,17.640,17.557,15.429
7870.456,19.850,17.409,25.687
7872.271,17.249,17.210,38.039
7874.082,18.284,17.427,37.434
7875.898,17.366,17.417,18.808
7877.710,18.001,17.042,10.210
7879.526,18.735,17.100,18.850
7881.339,17.923,17.418,29.823
7883.152,17.542,17.099,31.936
7884.970,16.466,17.155,24.643
7886.784,18.596,17.325,16.940
7888.603,17.309,17.269,15.579
7890.417,17.313,17.058,31.666
7892.237,16.075,16.931,51.114
7894.052,18.676,17.030,40.304
7895.868,16.810,17.223,18.318
7897.689,16.703,17.102,11.241
7899.506,17.572,16.905,10.314
7901.328,17.407,16.973,9.830
7903.145,17.840,17.209,8.851
7904.968,16.686,17.185,8.982
7906.786,17.625,16.904,9.521
7908.605,16.691,16.622,10.082
7910.429,17.389,16.805,10.265
7912.249,16.604,17.024,15.550
7914.073,17.457,16.915,52.025
7915.894,15.802,16.671,91.757
7917.719,20.389,16.532,76.299
7919.541,14.536,16.835,26.611
7921.363,17.525,17.074,28.301
7923.189,17.409,16.863,46.501
7925.012,17.074,16.681,39.517
7926.840,16.681,17.119,16.821
7928.663,16.529,17.049,9.979
7930.491,17.108,16.860,13.825
7932.316,16.007,16.978,28.292
7934.141,16.135,17.056,36.852
7935.970,16.679,16.848,25.039
7937.796,17.015,16.670,11.798
7939.626,18.016,16.865,8.442
7941.453,16.338,16.895,8.346
7943.284,16.298,17.075,9.200
7945.111,16.163,17.007,9.672
7946.939,17.042,16.730,10.351
7948.772,17.558,16.906,13.588
7950.600,19.318,17.211,21.243
7952.434,18.073,16.974,23.706
7954.263,18.015,17.066,15.592
7956.097,17.075,17.103,8.611
7957.928,16.937,16.874,7.359
7959.758,17.270,16.920,7.197
7961.594,16.080,17.095,7.495
7963.425,17.199,17.031,11.492
7965.262,16.344,16.817,36.074
7967.094,17.115,16.867,64.635
7968.931,18.624,16.976,50.729
7970.765,15.905,16.736,21.839
7972.598,17.560,17.061,11.730
7974.437,17.821,16.884,9.075
7976.271,17.022,16.612,9.143
7978.111,16.792,16.683,14.580
7979.946,15.766,16.973,26.252
7981.786,17.262,17.088,36.278
7983.622,17.616,17.166,28.487
7985.459,15.890,16.990,12.093
7987.300,16.407,16.727,8.129
7989.138,17.079,16.735,8.870
7990.980,16.678,16.811,10.960
7992.818,18.243,16.584,21.295
7994.662,18.262,16.805,56.958
7996.501,16.564,16.660,73.031
7998.345,15.104,16.769,40.902
8000.185,16.754,16.727,13.367
8002.025,15.373,16.483,10.640
8003.870,15.925,16.670,10.210
8005.712,17.156,16.822,9.535
8007.558,16.489,16.533,8.484
8009.400,15.515,16.504,8.017
8011.247,16.346,16.715,8.217
8013.090,16.477,16.770,9.788
8014.933,15.312,16.551,18.039
8016.781,18.538,16.523,24.406
8018.626,16.096,16.823,18.770
8020.475,17.116,16.545,11.392
8022.320,15.702,16.364,12.838
8024.170,17.011,16.550,13.549
8026.016,17.195,16.429,25.294
8027.862,16.914,16.401,50.569
8029.713,16.295,16.307,47.486
8031.561,16.513,16.295,24.837
8033.413,16.649,16.510,12.973
8035.261,16.111,16.729,10.014
8037.114,16.622,16.645,9.050
8038.963,18.288,16.665,8.160
8040.812,17.544,16.546,8.154
8042.666,17.375,16.506,8.355
8044.516,16.487,16.602,8.150
8046.371,16.375,16.764,7.473
8048.222,16.181,16.913,7.340
8050.078,17.005,17.002,8.337
8051.930,16.731,17.283,11.834
8053.783,16.266,17.417,18.461
8055.640,17.816,17.239,17.646
8057.493,17.285,17.041,11.065
8059.351,17.455,17.102,7.875
8061.205,17.755,16.805,10.576
8063.064,16.723,16.306,22.370
8064.919,17.221,16.400,31.745
