Wavelength,Flux,BestFit,SkyFlux
4571.934,47.218,47.250,11.604
4572.989,48.914,47.242,11.859
4574.041,49.105,47.471,12.024
4575.093,51.707,47.618,11.709
4576.148,48.454,47.216,12.294
4577.201,42.810,47.495,12.775
4578.256,44.401,47.693,12.484
4579.309,50.666,47.087,12.786
4580.365,48.621,46.349,13.532
4581.419,47.939,46.829,13.557
4582.473,45.318,47.236,13.189
4583.530,46.074,47.582,13.807
4584.584,46.230,47.530,14.140
4585.641,45.505,47.418,13.258
4586.696,48.008,47.777,12.528
4587.754,45.426,47.807,12.480
4588.809,46.125,48.056,12.837
4589.865,49.859,47.833,13.232
4590.923,48.821,47.625,13.404
4591.980,48.330,47.491,12.384
4593.038,42.955,47.197,11.831
4594.095,47.321,47.594,12.579
4595.154,45.416,47.477,12.692
4596.212,48.315,47.205,11.800
4597.269,47.055,47.410,11.623
4598.329,48.220,47.719,12.173
4599.387,47.039,47.460,12.663
4600.447,44.091,47.428,12.477
4601.506,45.045,47.786,12.165
4602.567,46.987,47.169,11.883
4603.626,46.460,46.977,12.092
4604.685,44.024,47.595,12.330
4605.747,46.450,47.771,12.384
4606.806,45.109,47.483,12.616
4607.868,46.954,47.483,12.222
4608.928,47.736,47.439,11.647
4609.991,49.710,47.226,13.004
4611.052,46.003,47.046,13.458
4612.113,44.390,47.008,13.337
4613.176,46.236,46.795,12.555
4614.237,47.533,46.920,12.164
4615.301,46.164,46.766,12.045
4616.363,45.940,46.751,12.259
4617.428,47.414,47.118,12.093
4618.490,47.973,47.488,11.780
4619.552,45.982,47.505,11.777
4620.618,44.394,46.955,11.709
4621.681,45.801,47.000,12.164
4622.746,42.494,47.072,12.816
4623.810,46.748,46.665,12.974
4624.876,49.644,46.390,12.614
4625.940,45.468,47.120,12.330
4627.004,47.721,47.246,12.045
4628.071,49.088,47.425,12.578
4629.136,47.752,47.327,12.794
4630.203,46.319,46.932,12.505
4631.268,47.706,46.679,11.570
4632.336,47.488,46.354,11.487
4633.402,44.091,46.665,12.213
4634.468,43.609,46.193,12.576
4635.537,46.294,45.493,12.612
4636.603,47.997,45.378,12.112
4637.672,48.859,45.952,11.861
4638.739,46.817,47.016,11.980
4639.809,43.690,47.956,11.251
4640.876,43.847,47.570,11.312
4641.944,47.765,46.834,11.840
4643.014,47.910,46.648,12.376
4644.082,46.589,46.812,12.726
4645.153,45.941,46.812,12.394
4646.222,46.224,46.838,12.027
4647.293,47.397,46.330,11.600
4648.362,47.727,46.345,11.315
4649.432,48.222,47.220,11.432
4650.504,45.887,48.043,11.737
4651.574,45.911,48.294,12.126
4652.646,48.147,48.230,12.270
4653.717,48.176,48.281,12.198
4654.790,47.574,48.465,11.930
4655.861,47.278,48.502,11.717
4656.934,49.390,48.406,12.176
4658.006,51.005,48.789,12.970
4659.077,46.076,48.372,14.291
4660.152,48.010,48.528,14.987
4661.224,49.126,48.684,14.551
4662.299,49.559,48.734,14.874
4663.371,46.097,49.152,15.427
4664.446,49.286,48.896,14.815
4665.520,47.918,48.601,13.766
4666.593,48.218,49.081,13.725
4667.669,48.504,49.417,13.989
4668.743,50.317,49.365,14.018
4669.819,50.092,49.440,14.814
4670.894,47.164,49.129,15.216
4671.971,48.477,48.965,15.238
4673.046,49.758,49.095,15.734
4674.121,45.401,49.261,15.368
4675.198,46.287,49.238,15.272
4676.274,49.255,49.135,15.416
4677.352,48.130,49.284,14.824
4678.428,50.482,48.945,14.479
4679.507,44.910,49.289,13.914
4680.584,50.023,49.335,13.525
4681.660,49.509,49.124,13.365
4682.740,50.890,49.502,13.889
4683.817,50.051,49.121,14.288
4684.897,47.964,48.914,13.901
4685.975,47.100,49.630,13.609
4687.056,48.802,49.812,13.469
4688.134,46.011,49.588,13.381
4689.212,46.138,50.165,13.140
4690.294,49.411,50.191,12.924
4691.373,46.689,50.254,12.932
4692.454,48.495,50.069,12.876
4693.534,53.801,49.994,12.861
4694.616,51.552,50.146,12.770
4695.696,47.185,50.232,13.437
4696.777,47.940,50.274,13.751
4697.860,46.849,50.266,13.366
4698.940,51.635,50.104,12.886
4700.024,49.257,49.949,12.101
4701.105,50.622,50.059,11.841
4702.189,48.458,50.381,12.071
4703.271,54.113,50.379,12.170
4704.353,49.571,50.676,11.958
4705.438,51.123,50.817,11.847
4706.520,51.304,50.433,12.151
4707.606,50.812,50.076,12.921
4708.689,51.766,50.442,13.346
4709.774,49.910,50.784,12.987
4710.858,50.431,50.761,13.119
4711.942,51.097,50.545,13.459
4713.028,49.993,50.543,13.060
4714.112,51.449,50.600,11.432
4715.199,50.996,50.439,11.944
4716.284,50.394,50.647,12.541
4717.372,49.852,50.672,12.775
4718.457,47.686,51.194,12.909
4719.542,50.929,51.429,13.119
4720.631,52.064,51.166,12.962
4721.717,48.851,51.044,12.562
4722.805,49.388,51.001,12.301
4723.892,50.835,51.357,12.796
4724.981,47.060,51.402,13.454
4726.068,49.339,51.447,13.506
4727.155,48.327,51.607,12.770
4728.246,48.016,51.610,12.113
4729.333,51.261,51.696,12.719
4730.424,50.407,51.636,13.439
4731.512,51.251,52.001,12.629
4732.603,51.633,52.191,11.781
4733.692,49.033,52.133,12.378
4734.781,50.482,52.297,13.305
4735.873,52.832,52.221,13.193
4736.962,52.256,52.241,13.209
4738.054,49.382,52.281,13.525
4739.144,49.978,52.244,13.752
4740.237,50.072,52.010,14.049
4741.328,49.494,51.798,13.785
4742.421,51.203,52.315,13.463
4743.512,49.335,52.155,14.168
4744.603,50.914,51.958,15.246
4745.697,51.660,52.106,14.822
4746.789,49.127,52.290,13.606
4747.884,49.564,52.176,12.800
4748.976,51.730,52.238,12.400
4750.071,54.810,52.308,12.403
4751.164,53.410,52.113,12.751
4752.257,47.986,51.924,13.249
4753.353,53.419,51.934,13.287
4754.446,53.781,51.992,12.464
4755.543,50.540,51.922,12.740
4756.637,50.075,52.110,12.515
4757.734,51.586,51.805,12.068
4758.828,52.913,51.800,11.327
4759.923,51.836,52.166,11.148
4761.020,49.517,52.179,11.176
4762.116,53.167,52.304,11.823
4763.214,52.554,52.445,11.564
4764.310,52.952,52.859,11.352
4765.408,50.233,53.158,11.083
4766.504,53.246,53.188,11.295
4767.601,54.478,53.215,11.546
4768.700,56.472,53.228,11.724
4769.797,56.941,52.650,11.642
4770.897,56.690,53.046,11.739
4771.995,56.772,54.049,12.077
4773.095,55.975,54.633,11.636
4774.193,56.325,54.624,11.117
4775.292,57.323,55.056,11.442
4776.393,59.225,55.505,11.965
4777.492,57.648,55.958,11.900
4778.593,60.512,56.186,11.963
4779.693,60.058,56.140,12.495
4780.795,59.231,56.334,11.871
4781.895,58.889,57.495,11.619
4782.995,59.956,58.203,11.620
4784.098,63.567,58.403,11.171
4785.198,61.553,58.715,11.882
4786.302,65.534,59.300,12.244
4787.403,67.044,59.604,11.697
4788.507,62.098,59.307,11.210
4789.608,63.582,60.515,11.258
4790.710,65.109,61.064,11.829
4791.815,67.486,61.624,12.272
4792.917,71.477,62.296,12.033
4794.022,70.534,62.200,12.082
4795.125,68.903,62.626,12.480
4796.231,68.476,64.019,12.543
4797.334,69.456,64.817,12.446
4798.438,75.597,65.054,12.786
4799.545,72.958,65.324,12.268
4800.649,75.440,66.104,12.245
4801.756,77.018,67.653,12.438
4802.860,73.216,68.260,11.863
4803.968,75.764,68.466,11.963
4805.073,76.853,68.681,12.494
4806.178,76.418,69.025,12.426
4807.287,79.104,69.499,12.129
4808.393,77.873,70.030,11.857
4809.501,78.311,70.838,11.828
4810.608,79.107,70.707,12.069
4811.717,77.416,70.445,12.442
4812.824,76.056,70.549,12.196
4813.931,72.752,70.492,12.628
4815.041,73.852,70.213,12.970
4816.149,75.601,70.280,13.050
4817.260,74.330,69.875,13.556
4818.368,73.920,69.501,14.226
4819.479,72.520,69.211,14.372
4820.588,71.349,68.431,14.503
4821.697,70.268,67.647,14.275
4822.809,67.447,67.689,14.092
4823.918,71.741,67.291,13.635
4825.030,65.779,66.508,13.595
4826.140,65.308,65.748,13.642
4827.253,67.901,64.970,13.598
4828.364,65.800,63.991,14.157
4829.477,61.309,63.608,14.794
4830.588,65.208,62.843,14.188
4831.699,63.065,61.969,13.188
4832.814,60.878,61.465,13.328
4833.925,60.002,61.137,14.296
4835.040,59.962,60.304,14.568
4836.152,63.328,59.187,14.214
4837.268,62.224,58.644,13.295
4838.380,57.032,58.222,13.324
4839.493,56.741,57.667,14.751
4840.609,55.476,57.319,15.185
4841.723,54.747,57.067,14.593
4842.840,54.740,56.178,13.661
4843.954,53.973,55.153,13.180
4845.071,53.939,54.900,13.203
4846.185,53.915,54.954,12.768
4847.300,55.427,54.345,12.917
4848.418,56.361,54.043,13.271
4849.533,53.882,53.875,12.862
4850.652,53.736,53.499,12.424
4851.767,52.472,53.209,12.500
4852.886,56.537,52.831,13.115
4854.003,52.978,52.143,13.201
4855.119,50.112,52.137,12.415
4856.239,51.142,52.088,11.562
4857.356,50.946,52.295,10.788
4858.476,51.404,52.290,10.600
4859.594,52.217,52.068,10.884
4860.714,48.403,52.070,10.884
4861.833,54.262,51.880,11.719
4862.951,53.478,51.399,12.457
4864.072,53.250,51.264,11.502
4865.191,50.413,51.360,11.253
4866.313,53.677,51.401,11.401
4867.433,51.111,51.294,11.501
4868.555,51.350,51.051,11.721
4869.675,52.927,50.831,12.144
4870.796,49.288,51.050,12.208
4871.919,49.113,50.753,11.593
4873.039,51.177,50.187,11.206
4874.163,51.278,50.297,11.141
4875.284,51.974,50.002,10.992
4876.409,50.421,50.281,11.015
4877.531,50.069,50.154,11.211
4878.653,50.674,49.947,11.756
4879.778,49.542,49.967,12.663
4880.900,49.052,49.857,13.060
4882.026,48.579,49.478,12.971
4883.149,47.080,49.730,12.632
4884.275,47.850,49.235,12.185
4885.398,48.028,49.008,12.277
4886.522,47.764,49.392,12.396
4887.649,47.650,49.403,12.456
4888.774,46.819,49.108,12.553
4889.901,47.523,48.838,12.780
4891.026,46.575,48.825,12.560
4892.154,46.774,48.958,12.005
4893.279,48.296,48.998,11.651
4894.405,50.087,48.860,11.830
4895.533,47.812,48.755,11.990
4896.660,51.543,48.405,11.958
4897.789,50.694,48.316,12.602
4898.916,46.914,48.228,12.843
4900.045,46.412,48.185,12.344
4901.172,46.218,48.310,12.071
4902.300,47.836,47.837,12.249
4903.430,48.327,48.197,11.992
4904.558,44.893,48.105,12.027
4905.689,46.351,47.873,12.113
4906.818,50.070,47.842,12.049
4907.950,46.748,47.623,12.230
4909.079,45.407,47.139,12.108
4910.208,42.905,47.162,12.210
4911.340,45.654,47.310,12.269
4912.470,47.063,47.253,11.701
4913.603,47.363,47.001,11.991
4914.733,48.742,46.774,12.346
4915.867,45.781,46.705,12.635
4916.997,46.541,46.788,12.777
4918.131,48.895,46.228,12.636
4919.263,48.878,45.820,11.503
4920.394,47.580,46.039,11.240
4921.529,48.165,46.330,11.677
4922.661,42.557,46.218,12.078
4923.796,46.817,46.231,12.328
4924.929,47.400,45.953,12.367
4926.065,44.142,45.791,12.593
4927.198,46.213,45.848,12.507
4928.331,46.632,45.825,12.306
4929.468,46.725,45.991,12.264
4930.602,45.337,46.115,12.369
4931.739,48.276,46.050,12.418
4932.873,48.005,45.678,11.962
4934.011,43.707,45.366,11.731
4935.146,45.935,45.628,11.883
4936.281,47.044,46.049,11.611
4937.420,45.234,45.735,11.951
4938.556,45.764,45.267,11.955
4939.694,44.140,45.483,11.801
4940.831,47.130,45.873,11.898
4941.970,47.036,45.456,12.331
4943.107,47.578,45.164,12.349
4944.244,43.648,45.389,12.294
4945.384,43.768,45.222,12.389
4946.522,46.125,44.973,11.524
4947.663,46.022,44.770,11.749
4948.801,44.666,44.469,12.558
4949.942,43.099,44.697,12.114
4951.081,47.678,44.587,10.928
4952.220,44.363,44.607,11.767
4953.362,43.663,44.459,12.548
4954.501,42.934,44.249,12.748
4955.644,43.385,44.437,13.175
4956.784,42.759,44.495,12.265
4957.927,44.419,44.283,11.279
4959.067,45.939,44.239,10.653
4960.208,44.976,44.315,11.569
4961.352,43.463,44.267,12.156
4962.493,41.490,43.947,12.459
4963.638,41.888,43.461,12.838
4964.779,42.666,43.437,12.815
4965.924,42.395,43.521,12.626
4967.067,42.267,43.689,13.109
4968.209,42.849,43.615,13.366
4969.355,42.722,43.132,12.829
4970.498,42.434,43.252,12.951
4971.644,43.941,43.097,13.697
4972.788,43.122,43.133,14.123
4973.935,42.118,43.277,14.884
4975.079,44.108,43.367,15.277
4976.224,43.068,43.325,15.679
4977.371,44.114,42.848,16.512
4978.516,44.338,42.452,17.271
4979.664,40.618,42.801,17.753
4980.810,41.963,42.982,18.219
4981.958,43.471,42.719,18.578
4983.104,41.357,42.660,17.512
4984.251,41.101,42.673,18.274
4985.400,42.408,42.556,17.541
4986.547,44.795,42.753,18.684
4987.697,41.490,42.568,18.851
4988.844,40.611,42.253,17.757
4989.995,41.833,42.471,16.956
4991.143,41.795,41.924,16.050
4992.291,43.847,41.783,15.602
4993.442,41.171,41.782,15.859
4994.591,40.627,41.803,15.499
4995.743,43.121,41.920,14.427
4996.892,42.485,42.054,13.235
4998.044,41.501,41.870,13.365
4999.194,43.123,41.704,13.011
5000.344,42.766,41.507,12.599
5001.497,39.726,41.406,12.517
5002.648,41.419,41.530,12.199
5003.801,42.597,41.803,12.157
5004.952,41.516,41.880,12.671
5006.106,42.906,41.518,12.590
5007.258,44.257,41.746,12.101
5008.413,40.368,41.888,11.826
5009.565,39.415,41.618,11.519
5010.717,40.906,41.524,11.620
5011.873,41.249,41.655,12.079
5013.026,42.503,41.537,11.885
5014.182,40.026,41.516,11.339
5015.335,39.259,41.521,11.190
5016.492,41.955,41.709,11.594
5017.646,41.506,42.150,11.610
5018.800,42.780,41.925,11.635
5019.958,41.337,41.765,11.774
5021.112,43.485,41.937,11.784
5022.270,45.373,42.178,11.961
5023.426,41.076,42.358,12.325
5024.584,41.777,42.451,11.963
5025.740,39.650,42.185,11.385
5026.896,43.386,42.221,11.344
5028.055,41.374,42.558,11.252
5029.212,41.704,42.915,11.378
5030.372,43.081,43.025,11.291
5031.529,42.601,42.953,11.787
5032.689,41.831,43.197,12.355
5033.847,43.326,43.145,11.884
5035.005,40.822,43.290,11.767
5036.166,40.984,43.237,11.152
5037.325,41.635,43.142,10.390
5038.486,41.108,43.549,10.509
5039.645,41.664,43.679,10.844
5040.807,43.145,43.378,10.310
5041.967,43.022,43.283,9.977
5043.127,41.576,43.079,10.194
5044.290,44.368,43.078,11.208
5045.450,43.757,43.519,11.645
5046.614,43.714,42.765,11.364
5047.775,45.033,43.283,11.139
5048.939,43.472,43.635,11.155
5050.100,43.422,43.512,11.136
5051.262,42.948,43.428,10.909
5052.427,44.242,43.539,10.789
5053.589,43.441,43.283,10.658
5054.754,43.553,43.518,10.909
5055.917,43.244,43.514,11.160
5057.083,43.231,43.487,11.128
5058.247,41.496,43.652,11.767
5059.410,42.018,43.636,12.269
5060.577,43.076,43.184,11.895
5061.741,43.633,43.563,11.287
5062.908,42.885,43.449,11.485
5064.073,43.590,43.202,11.606
5065.241,44.417,43.261,11.608
5066.406,42.239,43.273,11.706
5067.572,43.000,43.052,11.505
5068.740,44.090,43.366,11.562
5069.906,41.770,43.411,12.052
5071.075,42.019,43.156,12.649
5072.242,43.914,43.009,12.420
5073.412,42.195,43.224,11.716
5074.579,42.132,43.578,11.001
5075.746,42.502,43.504,11.132
5076.917,42.353,43.182,11.346
5078.084,41.313,43.269,11.380
5079.255,39.251,43.496,11.288
5080.424,44.358,43.181,11.203
5081.595,42.575,43.031,11.711
5082.764,41.613,43.069,12.817
5083.934,43.786,43.156,13.693
5085.106,42.774,43.067,14.019
5086.276,40.816,42.942,14.479
5087.449,45.518,43.051,15.393
5088.619,43.170,43.044,15.047
5089.793,42.912,42.621,13.667
5090.964,44.231,42.438,12.242
5092.135,43.111,42.715,11.685
5093.309,45.308,43.019,11.499
5094.481,43.047,42.898,11.335
5095.655,41.099,42.781,11.418
5096.828,42.552,42.654,11.407
5098.003,40.853,42.763,11.785
5099.176,41.270,42.666,11.587
5100.352,42.973,42.370,11.661
5101.525,43.767,42.335,12.079
5102.699,41.915,42.368,12.558
5103.875,42.728,42.387,11.544
5105.049,45.066,42.498,11.137
5106.227,42.366,42.480,11.358
5107.401,42.107,42.379,10.703
5108.579,41.468,42.477,10.100
5109.754,44.124,42.578,9.923
5110.930,42.585,42.226,10.044
5112.108,41.618,42.025,10.202
5113.284,42.568,42.140,10.890
5114.463,40.975,42.324,11.367
5115.640,41.828,42.325,11.518
5116.820,41.849,42.237,10.929
5117.997,42.718,41.987,11.443
5119.174,42.409,42.029,12.180
5120.355,40.422,42.015,11.352
5121.533,42.328,41.810,10.889
5122.714,41.999,41.772,10.936
5123.892,42.131,41.936,10.780
5125.074,42.557,41.646,10.562
5126.253,41.932,41.813,10.415
5127.432,42.393,41.899,10.252
5128.614,41.680,41.719,10.561
5129.794,39.970,41.791,10.741
5130.977,40.944,41.800,10.963
5132.157,40.383,41.302,11.783
5133.341,39.851,41.075,11.860
5134.522,42.749,41.138,12.217
5135.703,41.895,41.023,12.220
5136.887,40.202,40.613,11.645
5138.069,40.543,40.691,11.377
5139.254,41.321,40.881,11.251
5140.436,41.860,40.740,11.199
5141.621,40.162,40.587,11.231
5142.804,40.171,40.490,11.650
5143.987,39.400,40.291,11.871
5145.174,39.112,40.399,11.448
5146.357,39.071,40.191,11.847
5147.544,37.262,40.210,12.269
5148.728,40.101,40.348,11.961
5149.915,42.325,40.394,12.468
5151.100,38.132,40.170,12.957
5152.285,37.765,39.397,13.181
5153.473,39.757,39.633,13.716
5154.659,37.693,39.807,14.117
5155.847,41.100,39.656,14.644
5157.034,40.960,39.521,14.142
5158.223,39.724,39.636,13.042
5159.409,39.525,39.754,12.762
5160.596,36.800,39.473,12.035
5161.786,39.543,39.207,11.571
5162.974,39.329,38.997,11.657
5164.164,40.157,38.781,11.864
5165.352,40.931,38.755,11.333
5166.544,39.724,39.162,10.643
5167.732,40.003,38.839,10.205
5168.921,41.061,38.558,9.395
5170.113,38.755,38.425,9.832
5171.302,38.720,38.349,10.400
5172.495,37.522,38.301,9.760
5173.685,37.123,38.030,8.767
5174.878,37.282,38.120,9.242
5176.068,37.810,37.827,10.110
5177.259,40.808,37.335,10.677
5178.453,38.238,37.182,11.208
5179.644,38.451,37.490,11.232
5180.838,37.338,37.682,10.855
5182.030,38.049,37.409,10.644
5183.225,37.783,37.077,9.732
5184.418,37.346,37.122,9.049
5185.610,38.144,37.166,8.868
5186.806,40.658,36.826,9.831
5187.999,39.102,37.130,11.115
5189.196,39.374,36.935,11.855
5190.389,39.560,36.995,11.457
5191.586,36.449,36.976,10.861
5192.781,37.146,36.775,11.163
5193.978,36.267,36.753,10.854
5195.173,38.147,36.607,10.962
5196.368,38.143,36.863,11.148
5197.566,38.165,36.900,12.446
5198.762,33.004,36.859,15.967
5199.961,38.759,36.824,17.856
5201.157,36.000,36.599,17.679
5202.357,36.416,36.430,15.686
5203.553,38.991,36.622,13.441
5204.750,40.754,36.692,12.949
5205.951,36.775,36.568,11.511
5207.148,36.565,36.491,10.838
5208.349,38.140,36.594,10.789
5209.547,38.273,36.614,10.523
5210.748,38.160,36.755,11.147
5211.947,35.113,36.716,11.798
5213.146,36.576,36.611,12.017
5214.348,37.648,36.606,11.707
5215.548,35.251,36.602,10.884
5216.751,37.618,36.374,10.704
5217.951,36.066,36.453,10.830
5219.154,37.115,36.675,11.730
5220.355,37.142,36.540,12.530
5221.556,37.171,36.241,12.305
5222.760,36.677,36.389,12.248
5223.961,38.343,36.674,11.941
5225.166,37.395,36.595,11.995
5226.368,35.921,36.574,11.384
5227.573,36.093,36.674,10.594
5228.776,40.192,36.665,10.365
5229.978,38.401,36.532,10.849
5231.184,37.604,36.721,11.279
5232.388,37.801,36.564,11.619
5233.594,38.706,36.683,11.771
5234.798,36.888,36.721,10.846
5236.006,40.810,36.544,10.340
5237.210,39.359,36.598,11.210
5238.415,35.629,36.899,11.611
5239.623,39.890,36.938,12.159
5240.828,39.449,37.000,12.788
5242.037,39.171,36.801,12.644
5243.243,38.319,36.641,11.262
5244.452,39.256,36.977,10.371
5245.658,37.203,36.770,11.060
5246.865,36.630,36.519,11.264
5248.075,37.591,36.607,10.869
5249.282,39.559,36.799,10.813
5250.493,37.486,36.808,11.072
5251.701,38.769,36.558,10.867
5252.912,39.248,36.273,10.450
5254.120,38.241,37.002,10.876
5255.329,36.508,37.057,10.844
5256.541,37.076,36.746,11.719
5257.750,36.076,36.750,13.046
5258.962,38.576,36.861,13.246
5260.172,36.005,36.533,12.087
5261.385,39.286,36.617,11.198
5262.595,36.086,36.674,10.762
5263.806,38.147,36.773,10.105
5265.020,37.277,36.886,9.940
5266.231,38.252,36.731,9.959
5267.446,39.528,36.485,9.954
5268.657,37.231,36.617,10.566
5269.872,37.167,36.789,10.528
5271.085,37.854,36.585,9.834
5272.297,36.463,36.386,10.083
5273.513,36.876,36.693,10.888
5274.726,38.606,36.631,10.695
5275.942,38.736,36.462,10.656
5277.156,37.973,36.557,11.367
5278.373,38.826,36.593,11.481
5279.587,35.535,36.591,11.232
5280.805,37.246,36.832,10.823
5282.020,36.530,36.837,10.525
5283.235,40.738,36.861,10.780
5284.453,37.592,36.754,10.557
5285.669,39.340,36.481,10.814
5286.888,39.126,36.413,11.462
5288.104,39.772,36.659,11.201
5289.323,40.606,36.318,10.515
5290.540,36.719,36.587,10.746
5291.757,36.334,36.540,11.084
5292.977,38.944,36.335,11.217
5294.195,38.035,36.455,11.078
5295.416,39.142,36.652,11.490
5296.634,37.460,36.028,11.800
5297.856,38.130,35.904,11.329
5299.074,37.037,36.212,11.183
5300.293,38.986,36.432,11.538
5301.516,37.602,36.371,11.686
5302.735,36.600,36.272,11.345
5303.958,39.273,36.398,11.093
5305.178,35.845,36.483,11.654
5306.402,36.066,36.318,12.154
5307.622,38.996,36.288,11.687
5308.843,37.462,36.305,11.598
5310.067,37.759,36.108,11.455
5311.289,37.279,36.390,11.438
5312.514,36.108,36.342,12.017
5313.736,38.261,36.397,12.074
5314.961,37.862,36.331,12.080
5316.184,38.268,36.152,11.661
5317.407,36.247,36.201,11.503
5318.633,35.929,36.206,11.669
5319.857,36.584,36.170,12.266
5321.083,38.490,36.074,12.074
5322.308,39.001,36.041,11.818
5323.535,37.363,36.204,11.842
5324.760,35.768,36.427,11.664
5325.985,36.453,36.224,11.582
5327.213,36.558,36.175,11.277
5328.438,37.108,36.463,10.844
5329.667,39.073,36.612,10.724
5330.893,38.024,36.496,11.019
5332.122,37.260,36.421,12.097
5333.349,38.994,36.417,12.643
5334.576,38.943,36.702,12.006
5335.806,39.189,36.587,11.734
5337.033,38.219,36.358,11.743
5338.264,37.910,36.403,12.085
5339.492,39.100,36.578,11.746
5340.724,39.921,36.519,10.853
5341.952,39.320,36.904,11.336
5343.181,38.815,36.938,12.181
5344.413,38.907,36.857,12.140
5345.643,38.508,36.958,12.253
5346.875,37.583,37.052,11.592
5348.105,36.346,37.006,11.267
5349.339,36.399,37.238,11.264
5350.569,38.378,37.175,12.426
5351.800,36.779,37.054,13.366
5353.034,38.478,37.003,12.119
5354.266,37.232,36.949,11.047
5355.500,39.463,37.385,11.587
5356.732,40.161,37.695,12.894
5357.968,38.582,37.619,12.658
5359.200,41.710,37.368,12.249
5360.433,37.538,37.427,11.758
5361.669,37.623,37.817,11.324
5362.903,37.854,37.568,11.014
5364.139,38.761,37.908,10.773
5365.373,37.570,38.082,10.701
5366.611,40.655,37.930,11.194
5367.845,40.509,37.751,11.204
5369.080,39.183,37.704,11.288
5370.318,38.433,37.608,10.811
5371.554,37.518,37.963,10.500
5372.792,40.291,37.764,10.453
5374.028,38.667,37.618,11.027
5375.268,35.860,37.832,11.566
5376.504,39.528,37.915,12.202
5377.744,39.387,37.961,12.163
5378.981,36.394,37.851,11.824
5380.218,37.561,38.225,11.572
5381.459,39.956,38.189,11.343
5382.697,39.139,37.678,11.375
5383.938,40.719,37.636,11.583
5385.177,39.617,37.732,10.981
5386.419,41.998,37.608,10.849
5387.658,38.243,37.681,11.251
5388.897,38.985,37.603,11.254
5390.140,39.238,37.345,11.039
5391.380,40.382,37.353,11.147
5392.623,38.522,37.477,11.334
5393.864,38.755,37.286,11.415
5395.108,40.670,37.209,11.029
5396.349,38.757,37.550,10.779
5397.590,38.378,37.810,10.607
5398.835,40.056,37.423,9.958
5400.077,40.069,37.188,10.039
5401.322,39.145,36.919,10.624
5402.565,38.021,37.091,10.445
5403.810,37.194,37.139,10.394
5405.054,37.514,37.008,10.587
5406.297,37.635,37.187,10.219
5407.544,37.876,37.197,10.071
5408.788,38.530,37.268,10.128
5410.035,35.863,37.059,10.351
5411.280,35.838,37.150,10.452
5412.527,38.269,37.289,10.208
5413.773,34.087,36.826,10.639
5415.018,35.434,36.926,10.897
5416.267,38.031,37.105,10.641
5417.513,37.706,36.988,10.885
5418.762,38.861,37.028,10.995
5420.008,37.091,37.156,10.898
5421.258,37.427,36.961,10.871
5422.505,36.877,37.099,10.661
5423.753,37.361,37.365,10.729
5425.004,38.151,37.421,10.537
5426.252,36.672,37.078,10.659
5427.503,34.564,36.883,11.512
5428.752,38.160,37.370,11.423
5430.003,36.353,37.525,10.777
5431.253,35.362,37.193,10.554
5432.502,38.099,37.153,11.091
5433.755,37.195,37.270,11.195
5435.005,37.820,37.383,10.838
5436.258,36.311,37.564,10.992
5437.509,38.396,37.560,11.678
5438.763,37.803,37.662,11.477
5440.014,37.587,37.397,11.369
5441.265,38.652,37.354,12.259
5442.520,36.551,37.548,11.971
5443.772,38.350,37.421,11.504
5445.027,39.057,37.490,11.504
5446.280,37.805,37.593,11.578
5447.536,36.750,37.774,11.734
5448.789,38.109,37.796,11.497
5450.043,38.351,37.708,11.212
5451.299,37.047,37.836,11.827
5452.553,37.917,38.050,12.136
5453.811,38.224,37.786,12.023
5455.065,38.500,37.636,11.542
5456.323,36.808,37.486,10.979
5457.578,36.348,37.450,11.541
5458.834,39.316,37.796,13.218
5460.093,38.925,37.867,22.518
5461.349,37.771,38.059,46.166
5462.608,37.537,37.946,61.564
5463.865,35.616,37.939,50.120
5465.125,38.925,38.222,27.204
5466.382,38.296,38.350,16.883
5467.640,38.115,38.066,14.484
5468.900,38.914,37.926,13.681
5470.159,38.058,38.009,13.192
5471.420,37.250,38.123,13.129
5472.679,37.517,38.227,12.980
5473.941,39.049,38.441,12.796
5475.200,40.358,38.615,12.229
5476.463,36.852,38.090,12.328
5477.722,36.683,38.311,12.229
5478.982,40.819,38.609,11.252
5480.246,38.546,38.452,11.646
5481.507,40.778,38.290,11.465
5482.771,40.392,38.214,12.291
5484.032,35.994,38.535,13.844
5485.297,38.318,38.215,14.168
5486.558,39.672,38.072,13.591
5487.821,35.154,38.311,12.762
5489.086,38.504,38.197,11.846
5490.349,37.372,38.224,11.664
5491.615,39.986,38.346,11.537
5492.878,38.564,38.421,11.856
5494.145,37.516,38.411,11.693
5495.409,40.017,38.210,11.474
5496.673,40.923,37.868,11.482
5497.941,37.715,37.943,11.638
5499.205,36.326,38.039,12.163
5500.473,37.450,37.592,12.498
5501.739,38.211,37.561,12.662
5503.008,39.059,38.025,12.034
5504.274,37.179,38.046,11.955
5505.540,37.978,37.933,12.243
5506.809,39.152,38.084,12.145
5508.076,38.869,37.980,11.595
5509.346,37.705,37.878,11.849
5510.614,37.147,37.719,12.201
5511.884,38.489,37.176,12.521
5513.152,38.439,36.981,12.225
5514.421,37.883,37.476,12.349
5515.692,37.810,37.447,13.539
5516.961,35.483,37.362,13.429
5518.233,37.963,37.491,12.665
5519.503,38.202,37.361,12.355
5520.776,37.040,37.177,13.189
5522.046,35.716,37.249,14.129
5523.316,36.630,37.059,13.864
