6.067401404659151922e+03,5.329248068976683246e-17,4.622936688728762085e-36
6.067779030333161245e+03,5.332432607604271095e-17,4.621641044558673694e-36
6.068156656007170568e+03,5.343435831176361235e-17,4.620345439327632644e-36
6.068534281681179891e+03,5.249808481717457877e-17,5.872769879866973896e-36
6.068911907355189214e+03,5.038346912238215650e-17,8.488694893211671524e-36
6.069289533029198537e+03,4.874640181584172850e-17,1.043915889362897041e-35
6.069667158703207861e+03,4.912593111427735836e-17,1.198076068426922934e-35
6.070044784377217184e+03,5.093367033298549855e-17,1.335460504453749589e-35
6.070422410051226507e+03,5.117570793342791755e-17,1.424920577546034602e-35
6.070800035725235830e+03,4.910869733379832727e-17,1.445888739239713254e-35
6.071177661399245153e+03,5.027475017945452505e-17,1.516831790377953360e-35
6.071555287073254476e+03,5.277869916848821849e-17,1.569191827713479133e-35
6.071932912747263799e+03,5.330644679701957971e-17,1.563859145980746647e-35
6.072310538421273122e+03,5.647990746425639153e-17,1.603162663330884377e-35
6.072688164095282445e+03,5.719603760911284530e-17,1.600347227290547799e-35
6.073065789769291769e+03,5.196181537590593775e-17,1.501170012168096581e-35
6.073443415443301092e+03,4.962463130771491034e-17,1.450932876974337400e-35
6.073821041117310415e+03,5.238002654133310700e-17,1.473881531032297543e-35
6.074198666791319738e+03,5.282293967934611347e-17,1.456904688360079467e-35
6.074576292465329061e+03,5.022913574599215769e-17,1.428329564327087919e-35
6.074953918139338384e+03,5.033759195331833030e-17,1.415333729908487096e-35
6.075331543813347707e+03,5.104148831695034680e-17,1.389897460601699834e-35
6.075709169487357030e+03,5.053207302398939441e-17,1.353734522428790553e-35
6.076086795161366354e+03,5.066568374976972638e-17,1.338441256009566818e-35
6.076464420835375677e+03,5.202787547613194321e-17,1.343768097226298757e-35
6.076842046509385000e+03,5.204853342027322088e-17,1.328104514973644490e-35
6.077219672183394323e+03,5.065669355609989754e-17,1.309231059195593664e-35
6.077597297857403646e+03,4.878746420639450354e-17,1.274242142191169374e-35
6.077974923531412969e+03,4.754152765629400412e-17,1.236070840347595619e-35
6.078352549205422292e+03,4.964156312350937322e-17,1.241330638588125918e-35
6.078730174879431615e+03,4.972963664809053958e-17,1.241220821459659034e-35
6.079107800553440939e+03,4.808580420589121551e-17,1.222651142818333305e-35
6.079485426227450262e+03,5.085327200457875383e-17,1.249701106176554798e-35
6.079863051901459585e+03,4.928630759051472727e-17,1.246141765113728970e-35
6.080240677575468908e+03,4.881285722025085017e-17,1.228556156693374746e-35
6.080618303249478231e+03,5.191072762109541863e-17,1.258666182703716820e-35
6.080995928923487554e+03,5.159283819375374333e-17,1.261398652941551081e-35
6.081373554597496877e+03,5.001067560551485806e-17,1.235915555949960477e-35
6.081751180271506200e+03,4.972616098873889834e-17,1.230198383703692237e-35
6.082128805945515523e+03,4.978198071841631003e-17,1.214553441538281070e-35
6.082506431619524847e+03,5.032307065621545313e-17,1.216724902554013093e-35
6.082884057293534170e+03,4.755233619263905361e-17,1.192282547984354229e-35
6.083261682967543493e+03,4.730710638120999754e-17,1.194734145792028082e-35
6.083639308641552816e+03,5.012972546748971528e-17,1.239439922966793066e-35
